"","Station.Name","Year","Month","Day","Mean.Temp","Total.Precip","Chron.Date","Days.Since.Origin"
"1123","HAMILTON RBG CS",2014,2,22,2,0,02/22/14,1148
"1124","HAMILTON RBG CS",2014,2,23,-2.4,0,02/23/14,1149
"1125","HAMILTON RBG CS",2014,2,24,-6.6,0,02/24/14,1150
"1126","HAMILTON RBG CS",2014,2,25,-8.5,0.2,02/25/14,1151
"1127","HAMILTON RBG CS",2014,2,26,-12.3,0,02/26/14,1152
"1128","HAMILTON RBG CS",2014,2,27,-13.9,0,02/27/14,1153
"1129","HAMILTON RBG CS",2014,2,28,-16,0.2,02/28/14,1154
"1130","HAMILTON RBG CS",2014,3,1,-6.1,2,03/01/14,1155
"1131","HAMILTON RBG CS",2014,3,2,-13.5,1.5,03/02/14,1156
"1132","HAMILTON RBG CS",2014,3,3,-16,0.2,03/03/14,1157
"1133","HAMILTON RBG CS",2014,3,4,-14.4,0.4,03/04/14,1158
"1134","HAMILTON RBG CS",2014,3,5,-8.7,0.2,03/05/14,1159
"1135","HAMILTON RBG CS",2014,3,6,-8.1,0,03/06/14,1160
"1136","HAMILTON RBG CS",2014,3,7,-3.7,0.2,03/07/14,1161
"1137","HAMILTON RBG CS",2014,3,8,-2.9,0,03/08/14,1162
"1138","HAMILTON RBG CS",2014,3,9,-5.3,0,03/09/14,1163
"1139","HAMILTON RBG CS",2014,3,10,4.5,0,03/10/14,1164
"1140","HAMILTON RBG CS",2014,3,11,7.5,0.2,03/11/14,1165
"1141","HAMILTON RBG CS",2014,3,12,-6.7,8,03/12/14,1166
"1142","HAMILTON RBG CS",2014,3,13,-12.4,0.4,03/13/14,1167
"1143","HAMILTON RBG CS",2014,3,14,3.1,0,03/14/14,1168
"1144","HAMILTON RBG CS",2014,3,15,-1.4,0,03/15/14,1169
"1145","HAMILTON RBG CS",2014,3,17,-10,0,03/17/14,1171
"1146","HAMILTON RBG CS",2014,3,18,-1.7,0,03/18/14,1172
"1147","HAMILTON RBG CS",2014,3,19,2,3.5,03/19/14,1173
"1148","HAMILTON RBG CS",2014,3,20,0.7,0,03/20/14,1174
"1149","HAMILTON RBG CS",2014,3,21,-0.3,0,03/21/14,1175
"1150","HAMILTON RBG CS",2014,3,22,-2.1,0.7,03/22/14,1176
"1151","HAMILTON RBG CS",2014,3,23,-7.3,0,03/23/14,1177
"1152","HAMILTON RBG CS",2014,3,24,-7.8,0.2,03/24/14,1178
"1153","HAMILTON RBG CS",2014,3,25,-4.1,0,03/25/14,1179
"1154","HAMILTON RBG CS",2014,3,26,-8,0,03/26/14,1180
"1155","HAMILTON RBG CS",2014,3,27,-3,2.6,03/27/14,1181
"1156","HAMILTON RBG CS",2014,3,28,7,0.7,03/28/14,1182
"1157","HAMILTON RBG CS",2014,3,29,1.7,0.2,03/29/14,1183
"1158","HAMILTON RBG CS",2014,3,30,5.4,0.2,03/30/14,1184
"1159","HAMILTON RBG CS",2014,3,31,3.6,0,03/31/14,1185
"1160","HAMILTON RBG CS",2014,4,1,2.9,0,04/01/14,1186
"1161","HAMILTON RBG CS",2014,4,2,2.5,0,04/02/14,1187
"1162","HAMILTON RBG CS",2014,4,3,-1.2,0,04/03/14,1188
"1163","HAMILTON RBG CS",2014,4,4,4.5,7.8,04/04/14,1189
"1164","HAMILTON RBG CS",2014,4,5,2.1,0,04/05/14,1190
"1165","HAMILTON RBG CS",2014,4,6,5.2,0.3,04/06/14,1191
"1166","HAMILTON RBG CS",2014,4,7,2.2,11.7,04/07/14,1192
"1167","HAMILTON RBG CS",2014,4,8,7.8,4.1,04/08/14,1193
"1168","HAMILTON RBG CS",2014,4,9,4.9,0,04/09/14,1194
"1169","HAMILTON RBG CS",2014,4,10,11.4,0,04/10/14,1195
"1170","HAMILTON RBG CS",2014,4,11,8.7,0,04/11/14,1196
"1171","HAMILTON RBG CS",2014,4,12,8.1,4.9,04/12/14,1197
"1172","HAMILTON RBG CS",2014,4,13,13.7,1.8,04/13/14,1198
"1173","HAMILTON RBG CS",2014,4,14,12.8,19.6,04/14/14,1199
"1174","HAMILTON RBG CS",2014,4,15,-0.9,9.9,04/15/14,1200
"1175","HAMILTON RBG CS",2014,4,16,-1.2,0,04/16/14,1201
"1176","HAMILTON RBG CS",2014,4,21,13.3,0,04/21/14,1206
"1177","HAMILTON RBG CS",2014,4,22,10.7,2.1,04/22/14,1207
"1178","HAMILTON RBG CS",2014,4,23,7,0,04/23/14,1208
"1179","HAMILTON RBG CS",2014,4,24,5.5,0,04/24/14,1209
"1180","HAMILTON RBG CS",2014,4,25,5.7,6.4,04/25/14,1210
"1181","HAMILTON RBG CS",2014,4,26,6.2,0.7,04/26/14,1211
"1182","HAMILTON RBG CS",2014,4,27,5.9,0,04/27/14,1212
"1183","HAMILTON RBG CS",2014,4,28,7.4,0,04/28/14,1213
"1184","HAMILTON RBG CS",2014,4,29,5.7,30.4,04/29/14,1214
"1185","HAMILTON RBG CS",2014,4,30,5.8,14.5,04/30/14,1215
"1186","HAMILTON RBG CS",2014,5,1,10.1,0.2,05/01/14,1216
"1187","HAMILTON RBG CS",2014,5,2,10.1,0,05/02/14,1217
"1188","HAMILTON RBG CS",2014,5,3,10.1,1.7,05/03/14,1218
"1189","HAMILTON RBG CS",2014,5,4,9.5,0,05/04/14,1219
"1190","HAMILTON RBG CS",2014,5,5,9,0,05/05/14,1220
"1191","HAMILTON RBG CS",2014,5,6,9.6,0,05/06/14,1221
"1192","HAMILTON RBG CS",2014,5,7,8.4,0.4,05/07/14,1222
"1193","HAMILTON RBG CS",2014,5,8,10,1.2,05/08/14,1223
"1194","HAMILTON RBG CS",2014,5,9,15.4,0,05/09/14,1224
"1195","HAMILTON RBG CS",2014,5,10,15.6,0,05/10/14,1225
"1196","HAMILTON RBG CS",2014,5,11,15.2,0,05/11/14,1226
"1197","HAMILTON RBG CS",2014,5,12,13.5,0.7,05/12/14,1227
"1198","HAMILTON RBG CS",2014,5,13,12.9,35.2,05/13/14,1228
"1199","HAMILTON RBG CS",2014,5,14,14.8,15.7,05/14/14,1229
"1200","HAMILTON RBG CS",2014,5,15,14.4,14,05/15/14,1230
"1201","HAMILTON RBG CS",2014,5,16,7.6,0.8,05/16/14,1231
"1202","HAMILTON RBG CS",2014,5,17,7.5,0.2,05/17/14,1232
"1203","HAMILTON RBG CS",2014,5,18,10.7,0,05/18/14,1233
"1204","HAMILTON RBG CS",2014,5,19,14.6,0,05/19/14,1234
"1205","HAMILTON RBG CS",2014,5,20,14.7,5.5,05/20/14,1235
"1206","HAMILTON RBG CS",2014,5,21,13.7,0.2,05/21/14,1236
"1207","HAMILTON RBG CS",2014,5,22,15,0,05/22/14,1237
"1208","HAMILTON RBG CS",2014,5,23,13.4,0,05/23/14,1238
"1209","HAMILTON RBG CS",2014,5,24,16.5,0,05/24/14,1239
"1210","HAMILTON RBG CS",2014,5,25,18.3,0,05/25/14,1240
"1211","HAMILTON RBG CS",2014,5,26,22.3,0,05/26/14,1241
"1212","HAMILTON RBG CS",2014,5,27,23,0,05/27/14,1242
"1213","HAMILTON RBG CS",2014,5,28,15.4,0,05/28/14,1243
"1214","HAMILTON RBG CS",2014,5,30,16.3,0,05/30/14,1245
"1215","HAMILTON RBG CS",2014,5,31,14.8,0.3,05/31/14,1246
"1216","HAMILTON RBG CS",2014,6,1,13.1,0,06/01/14,1247
"1217","HAMILTON RBG CS",2014,6,2,20.5,9.4,06/02/14,1248
"1218","HAMILTON RBG CS",2014,6,3,19.7,8.7,06/03/14,1249
"1219","HAMILTON RBG CS",2014,6,4,16.3,0.2,06/04/14,1250
"1220","HAMILTON RBG CS",2014,6,5,14.7,0,06/05/14,1251
"1221","HAMILTON RBG CS",2014,6,6,16.9,0,06/06/14,1252
"1222","HAMILTON RBG CS",2014,6,7,16.5,0,06/07/14,1253
"1223","HAMILTON RBG CS",2014,6,8,13.7,3.8,06/08/14,1254
"1224","HAMILTON RBG CS",2014,6,9,17.4,0.2,06/09/14,1255
"1225","HAMILTON RBG CS",2014,6,10,17.7,0,06/10/14,1256
"1226","HAMILTON RBG CS",2014,6,11,17.4,24.4,06/11/14,1257
"1227","HAMILTON RBG CS",2014,6,12,21.1,0.2,06/12/14,1258
"1228","HAMILTON RBG CS",2014,6,13,17.5,0,06/13/14,1259
"1229","HAMILTON RBG CS",2014,6,14,15,0,06/14/14,1260
"1230","HAMILTON RBG CS",2014,6,15,13.3,0,06/15/14,1261
"1231","HAMILTON RBG CS",2014,6,16,15.8,0,06/16/14,1262
"1232","HAMILTON RBG CS",2014,6,17,22.2,12.4,06/17/14,1263
"1233","HAMILTON RBG CS",2014,6,18,21.4,0.5,06/18/14,1264
"1234","HAMILTON RBG CS",2014,6,19,17,0,06/19/14,1265
"1235","HAMILTON RBG CS",2014,6,20,14.9,0,06/20/14,1266
"1236","HAMILTON RBG CS",2014,6,21,16.8,0,06/21/14,1267
"1237","HAMILTON RBG CS",2014,6,22,17.3,0,06/22/14,1268
"1238","HAMILTON RBG CS",2014,6,23,16.3,2.5,06/23/14,1269
"1239","HAMILTON RBG CS",2014,6,24,22.9,4.4,06/24/14,1270
"1240","HAMILTON RBG CS",2014,6,25,21,0,06/25/14,1271
"1241","HAMILTON RBG CS",2014,6,26,21.2,0,06/26/14,1272
"1242","HAMILTON RBG CS",2014,6,27,19.3,0,06/27/14,1273
"1243","HAMILTON RBG CS",2014,6,28,20.2,0,06/28/14,1274
"1244","HAMILTON RBG CS",2014,6,29,23.6,3,06/29/14,1275
"1245","HAMILTON RBG CS",2014,6,30,25.2,0.3,06/30/14,1276
"1246","HAMILTON RBG CS",2014,7,1,24.9,0,07/01/14,1277
"1247","HAMILTON RBG CS",2014,7,2,22.6,1.2,07/02/14,1278
"1248","HAMILTON RBG CS",2014,7,3,17.5,0.2,07/03/14,1279
"1249","HAMILTON RBG CS",2014,7,4,16.9,0,07/04/14,1280
"1250","HAMILTON RBG CS",2014,7,5,18.9,0,07/05/14,1281
"1251","HAMILTON RBG CS",2014,7,6,21.6,0,07/06/14,1282
"1252","HAMILTON RBG CS",2014,7,7,23.7,51.2,07/07/14,1283
"1253","HAMILTON RBG CS",2014,7,8,20,11,07/08/14,1284
"1254","HAMILTON RBG CS",2014,7,9,17.2,0.2,07/09/14,1285
"1255","HAMILTON RBG CS",2014,7,10,15.6,0,07/10/14,1286
"1256","HAMILTON RBG CS",2014,7,11,17.3,0,07/11/14,1287
"1257","HAMILTON RBG CS",2014,7,12,20.7,0,07/12/14,1288
"1258","HAMILTON RBG CS",2014,7,13,23.4,0.8,07/13/14,1289
"1259","HAMILTON RBG CS",2014,7,14,17.8,0,07/14/14,1290
"1260","HAMILTON RBG CS",2014,7,15,19.4,5.6,07/15/14,1291
"1261","HAMILTON RBG CS",2014,7,16,16.5,2.2,07/16/14,1292
"1262","HAMILTON RBG CS",2014,7,17,16.7,0,07/17/14,1293
"1263","HAMILTON RBG CS",2014,7,18,16.7,0,07/18/14,1294
"1264","HAMILTON RBG CS",2014,7,19,15.8,8.8,07/19/14,1295
"1265","HAMILTON RBG CS",2014,7,20,19.5,1.3,07/20/14,1296
"1266","HAMILTON RBG CS",2014,7,21,22,0,07/21/14,1297
"1267","HAMILTON RBG CS",2014,7,22,23.6,0,07/22/14,1298
"1268","HAMILTON RBG CS",2014,7,23,19.4,0.2,07/23/14,1299
"1269","HAMILTON RBG CS",2014,7,24,18,0,07/24/14,1300
"1270","HAMILTON RBG CS",2014,7,25,17.5,0,07/25/14,1301
"1271","HAMILTON RBG CS",2014,7,26,20.5,0,07/26/14,1302
"1272","HAMILTON RBG CS",2014,7,27,22.8,16.6,07/27/14,1303
"1273","HAMILTON RBG CS",2014,7,28,16.6,19.8,07/28/14,1304
"1274","HAMILTON RBG CS",2014,7,29,16.4,2,07/29/14,1305
"1275","HAMILTON RBG CS",2014,7,30,18.4,0.3,07/30/14,1306
"1276","HAMILTON RBG CS",2014,7,31,18.5,0,07/31/14,1307
"1277","HAMILTON RBG CS",2014,8,1,20.8,0,08/01/14,1308
"1278","HAMILTON RBG CS",2014,8,2,19.2,0,08/02/14,1309
"1279","HAMILTON RBG CS",2014,8,3,21.2,0,08/03/14,1310
"1280","HAMILTON RBG CS",2014,8,4,22.7,0,08/04/14,1311
"1281","HAMILTON RBG CS",2014,8,5,19.8,0.3,08/05/14,1312
"1282","HAMILTON RBG CS",2014,8,6,19.9,0,08/06/14,1313
"1283","HAMILTON RBG CS",2014,8,7,19.2,0,08/07/14,1314
"1284","HAMILTON RBG CS",2014,8,8,17.3,0,08/08/14,1315
"1285","HAMILTON RBG CS",2014,8,9,18.1,0,08/09/14,1316
"1286","HAMILTON RBG CS",2014,8,10,18.4,0,08/10/14,1317
"1287","HAMILTON RBG CS",2014,8,11,21.4,10.6,08/11/14,1318
"1288","HAMILTON RBG CS",2014,8,12,21.8,1.1,08/12/14,1319
"1289","HAMILTON RBG CS",2014,8,13,16.9,0,08/13/14,1320
"1290","HAMILTON RBG CS",2014,8,14,14.8,0,08/14/14,1321
"1291","HAMILTON RBG CS",2014,8,15,17.3,0,08/15/14,1322
"1292","HAMILTON RBG CS",2014,8,16,16.4,0,08/16/14,1323
"1293","HAMILTON RBG CS",2014,8,17,17.5,0,08/17/14,1324
"1294","HAMILTON RBG CS",2014,8,18,15.6,0,08/18/14,1325
"1295","HAMILTON RBG CS",2014,8,19,14.6,0.7,08/19/14,1326
"1296","HAMILTON RBG CS",2014,8,20,20.2,10.5,08/20/14,1327
"1297","HAMILTON RBG CS",2014,8,21,22.3,0,08/21/14,1328
"1298","HAMILTON RBG CS",2014,8,22,20.2,0.2,08/22/14,1329
"1299","HAMILTON RBG CS",2014,8,24,19.1,0,08/24/14,1331
"1300","HAMILTON RBG CS",2014,8,25,20.8,0,08/25/14,1332
"1301","HAMILTON RBG CS",2014,8,26,23.9,0.2,08/26/14,1333
"1302","HAMILTON RBG CS",2014,8,27,18.6,0,08/27/14,1334
"1303","HAMILTON RBG CS",2014,8,28,17,0,08/28/14,1335
"1304","HAMILTON RBG CS",2014,8,29,15.9,0,08/29/14,1336
"1305","HAMILTON RBG CS",2014,8,30,22.9,0,08/30/14,1337
"1306","HAMILTON RBG CS",2014,8,31,24.8,0,08/31/14,1338
"1307","HAMILTON RBG CS",2014,9,1,24,0.7,09/01/14,1339
"1308","HAMILTON RBG CS",2014,9,2,20.4,12.3,09/02/14,1340
"1309","HAMILTON RBG CS",2014,9,4,22,0,09/04/14,1342
"1310","HAMILTON RBG CS",2014,9,5,25.1,36,09/05/14,1343
"1311","HAMILTON RBG CS",2014,9,6,16.6,1.9,09/06/14,1344
"1312","HAMILTON RBG CS",2014,9,7,16.2,0,09/07/14,1345
"1313","HAMILTON RBG CS",2014,9,8,15.2,0,09/08/14,1346
"1314","HAMILTON RBG CS",2014,9,9,19.5,0,09/09/14,1347
"1315","HAMILTON RBG CS",2014,9,10,20.3,26.2,09/10/14,1348
"1316","HAMILTON RBG CS",2014,9,11,17.2,1.2,09/11/14,1349
"1317","HAMILTON RBG CS",2014,9,12,11.6,0,09/12/14,1350
"1318","HAMILTON RBG CS",2014,9,13,12.6,1.9,09/13/14,1351
"1319","HAMILTON RBG CS",2014,9,14,10.7,0,09/14/14,1352
"1320","HAMILTON RBG CS",2014,9,15,12.8,0.6,09/15/14,1353
"1321","HAMILTON RBG CS",2014,9,16,13.6,0,09/16/14,1354
"1322","HAMILTON RBG CS",2014,9,17,13.8,0,09/17/14,1355
"1323","HAMILTON RBG CS",2014,9,18,10,0,09/18/14,1356
"1324","HAMILTON RBG CS",2014,9,19,8.5,0,09/19/14,1357
"1325","HAMILTON RBG CS",2014,9,20,16.4,0,09/20/14,1358
"1326","HAMILTON RBG CS",2014,9,21,17.3,6.3,09/21/14,1359
"1327","HAMILTON RBG CS",2014,9,22,10.5,0,09/22/14,1360
"1328","HAMILTON RBG CS",2014,9,23,14.5,0,09/23/14,1361
"1329","HAMILTON RBG CS",2014,9,24,13.6,0,09/24/14,1362
"1330","HAMILTON RBG CS",2014,9,25,14.6,0,09/25/14,1363
"1331","HAMILTON RBG CS",2014,9,26,15.3,0,09/26/14,1364
"1332","HAMILTON RBG CS",2014,9,27,16.7,0,09/27/14,1365
"1333","HAMILTON RBG CS",2014,9,28,17.1,0,09/28/14,1366
"1334","HAMILTON RBG CS",2014,9,29,18,0,09/29/14,1367
"1335","HAMILTON RBG CS",2014,9,30,15.6,1.5,09/30/14,1368
"1336","HAMILTON RBG CS",2014,10,1,15.6,0,10/01/14,1369
"1337","HAMILTON RBG CS",2014,10,2,16.9,0,10/02/14,1370
"1338","HAMILTON RBG CS",2014,10,3,19,7.5,10/03/14,1371
"1339","HAMILTON RBG CS",2014,10,4,8.3,1.3,10/04/14,1372
"1340","HAMILTON RBG CS",2014,10,5,7.9,0,10/05/14,1373
"1341","HAMILTON RBG CS",2014,10,6,13.3,0.8,10/06/14,1374
"1342","HAMILTON RBG CS",2014,10,7,13.9,20,10/07/14,1375
"1343","HAMILTON RBG CS",2014,10,8,9.9,0.2,10/08/14,1376
"1344","HAMILTON RBG CS",2014,10,9,8.7,0,10/09/14,1377
"1345","HAMILTON RBG CS",2014,10,10,8.5,0,10/10/14,1378
"1346","HAMILTON RBG CS",2014,10,11,8.6,0,10/11/14,1379
"1347","HAMILTON RBG CS",2014,10,12,6.1,0,10/12/14,1380
"1348","HAMILTON RBG CS",2014,10,13,10.7,0,10/13/14,1381
"1349","HAMILTON RBG CS",2014,10,14,17.2,0.7,10/14/14,1382
"1350","HAMILTON RBG CS",2014,10,15,14.5,1.5,10/15/14,1383
"1351","HAMILTON RBG CS",2014,10,16,15.9,0.2,10/16/14,1384
"1352","HAMILTON RBG CS",2014,10,17,14.2,0,10/17/14,1385
"1353","HAMILTON RBG CS",2014,10,18,7.7,0,10/18/14,1386
"1354","HAMILTON RBG CS",2014,10,19,6.4,0,10/19/14,1387
"1355","HAMILTON RBG CS",2014,10,20,10.3,2.1,10/20/14,1388
"1356","HAMILTON RBG CS",2014,10,21,8.3,8.2,10/21/14,1389
"1357","HAMILTON RBG CS",2014,10,22,9,0,10/22/14,1390
"1358","HAMILTON RBG CS",2014,10,23,10.7,0,10/23/14,1391
"1359","HAMILTON RBG CS",2014,10,24,8.1,0,10/24/14,1392
"1360","HAMILTON RBG CS",2014,10,25,12.6,0,10/25/14,1393
"1361","HAMILTON RBG CS",2014,10,26,6.6,0,10/26/14,1394
"1362","HAMILTON RBG CS",2014,10,27,5.7,0.6,10/27/14,1395
"1363","HAMILTON RBG CS",2014,10,28,15,1.1,10/28/14,1396
"1364","HAMILTON RBG CS",2014,10,29,8.7,0,10/29/14,1397
"1365","HAMILTON RBG CS",2014,10,30,5.6,0,10/30/14,1398
"1366","HAMILTON RBG CS",2014,10,31,4.9,5.6,10/31/14,1399
"1367","HAMILTON RBG CS",2014,11,1,1.8,0.2,11/01/14,1400
"1368","HAMILTON RBG CS",2014,11,2,2.7,0.2,11/02/14,1401
"1369","HAMILTON RBG CS",2014,11,3,8,0,11/03/14,1402
"1370","HAMILTON RBG CS",2014,11,4,11.6,4.4,11/04/14,1403
"1371","HAMILTON RBG CS",2014,11,5,6,0.2,11/05/14,1404
"1372","HAMILTON RBG CS",2014,11,6,4.7,2,11/06/14,1405
"1373","HAMILTON RBG CS",2014,11,7,1,0,11/07/14,1406
"1374","HAMILTON RBG CS",2014,11,8,1.9,1.1,11/08/14,1407
"1375","HAMILTON RBG CS",2014,11,9,4.2,0.2,11/09/14,1408
"1376","HAMILTON RBG CS",2014,11,10,5.9,0,11/10/14,1409
"1377","HAMILTON RBG CS",2014,11,11,8.8,1.6,11/11/14,1410
"1378","HAMILTON RBG CS",2014,11,12,4.1,0,11/12/14,1411
"1379","HAMILTON RBG CS",2014,11,13,-1.2,0.2,11/13/14,1412
"1380","HAMILTON RBG CS",2014,11,14,-1,0,11/14/14,1413
"1381","HAMILTON RBG CS",2014,11,15,-0.6,0,11/15/14,1414
"1382","HAMILTON RBG CS",2014,11,16,-1.1,3.4,11/16/14,1415
"1383","HAMILTON RBG CS",2014,11,17,-2.6,6.6,11/17/14,1416
"1384","HAMILTON RBG CS",2014,11,18,-6.9,0,11/18/14,1417
"1385","HAMILTON RBG CS",2014,11,19,-5.9,3.1,11/19/14,1418
"1386","HAMILTON RBG CS",2014,11,20,-4.9,0.2,11/20/14,1419
"1387","HAMILTON RBG CS",2014,11,21,-5.9,0.3,11/21/14,1420
"1388","HAMILTON RBG CS",2014,11,22,-0.3,3.2,11/22/14,1421
"1389","HAMILTON RBG CS",2014,11,23,8,7,11/23/14,1422
"1390","HAMILTON RBG CS",2014,11,24,11.6,11.6,11/24/14,1423
"1391","HAMILTON RBG CS",2014,11,25,2.7,0,11/25/14,1424
"1392","HAMILTON RBG CS",2014,11,26,1,0.9,11/26/14,1425
"1393","HAMILTON RBG CS",2014,11,27,-1.1,1,11/27/14,1426
"1394","HAMILTON RBG CS",2014,11,28,-4.9,0.3,11/28/14,1427
"1395","HAMILTON RBG CS",2014,11,29,2.3,0,11/29/14,1428
"1396","HAMILTON RBG CS",2014,11,30,9.9,0,11/30/14,1429
"1397","HAMILTON RBG CS",2014,12,2,-3.9,0.8,12/02/14,1431
"1398","HAMILTON RBG CS",2014,12,3,0.9,0,12/03/14,1432
"1399","HAMILTON RBG CS",2014,12,5,-0.9,0,12/05/14,1434
"1400","HAMILTON RBG CS",2014,12,6,2.3,0,12/06/14,1435
"1401","HAMILTON RBG CS",2014,12,7,-3.3,0,12/07/14,1436
"1402","HAMILTON RBG CS",2014,12,8,0.9,0,12/08/14,1437
"1403","HAMILTON RBG CS",2014,12,10,-0.2,0,12/10/14,1439
"1404","HAMILTON RBG CS",2014,12,11,-0.8,5.7,12/11/14,1440
"1405","HAMILTON RBG CS",2014,12,12,2.2,0,12/12/14,1441
"1406","HAMILTON RBG CS",2014,12,13,1.8,0,12/13/14,1442
"1407","HAMILTON RBG CS",2014,12,14,4,0,12/14/14,1443
"1408","HAMILTON RBG CS",2014,12,15,4.2,0,12/15/14,1444
"1409","HAMILTON RBG CS",2014,12,16,4.2,5,12/16/14,1445
"1410","HAMILTON RBG CS",2014,12,17,3,1.9,12/17/14,1446
"1411","HAMILTON RBG CS",2014,12,18,-1.3,0,12/18/14,1447
"1412","HAMILTON RBG CS",2014,12,19,-3.3,0,12/19/14,1448
"1413","HAMILTON RBG CS",2014,12,20,-3.5,0,12/20/14,1449
"1414","HAMILTON RBG CS",2014,12,21,-1.3,0,12/21/14,1450
"1415","HAMILTON RBG CS",2014,12,23,2.3,0,12/23/14,1452
"1416","HAMILTON RBG CS",2014,12,24,7.9,7.3,12/24/14,1453
"1417","HAMILTON RBG CS",2014,12,25,4.2,0,12/25/14,1454
"1418","HAMILTON RBG CS",2014,12,26,3.9,0,12/26/14,1455
"1419","HAMILTON RBG CS",2014,12,27,6.2,3,12/27/14,1456
"1420","HAMILTON RBG CS",2014,12,28,1.2,1.3,12/28/14,1457
"1421","HAMILTON RBG CS",2014,12,29,-2.3,0,12/29/14,1458
"1422","HAMILTON RBG CS",2014,12,30,-5.2,0,12/30/14,1459
"1423","HAMILTON RBG CS",2014,12,31,-7.3,0,12/31/14,1460
"1424","HAMILTON RBG CS",2015,1,1,-4.1,0,01/01/15,1461
"1425","HAMILTON RBG CS",2015,1,2,-3.9,0,01/02/15,1462
"1426","HAMILTON RBG CS",2015,1,3,-3.6,19,01/03/15,1463
"1427","HAMILTON RBG CS",2015,1,4,-0.3,13,01/04/15,1464
"1428","HAMILTON RBG CS",2015,1,5,-9.2,0.2,01/05/15,1465
"1429","HAMILTON RBG CS",2015,1,6,-10.1,0.6,01/06/15,1466
"1430","HAMILTON RBG CS",2015,1,7,-14.7,1.4,01/07/15,1467
"1431","HAMILTON RBG CS",2015,1,8,-11.4,1.4,01/08/15,1468
"1432","HAMILTON RBG CS",2015,1,9,-10.1,0.2,01/09/15,1469
"1433","HAMILTON RBG CS",2015,1,10,-11.9,0,01/10/15,1470
"1434","HAMILTON RBG CS",2015,1,11,-5.1,0.9,01/11/15,1471
"1435","HAMILTON RBG CS",2015,1,12,-7.1,1.2,01/12/15,1472
"1436","HAMILTON RBG CS",2015,1,13,-14.8,0.2,01/13/15,1473
"1437","HAMILTON RBG CS",2015,1,14,-12.5,0.2,01/14/15,1474
"1438","HAMILTON RBG CS",2015,1,15,-8.1,0,01/15/15,1475
"1439","HAMILTON RBG CS",2015,1,16,-4.9,0.2,01/16/15,1476
"1440","HAMILTON RBG CS",2015,1,18,4.4,0.8,01/18/15,1478
"1441","HAMILTON RBG CS",2015,1,19,-4,0,01/19/15,1479
"1442","HAMILTON RBG CS",2015,1,20,-9.2,0,01/20/15,1480
"1443","HAMILTON RBG CS",2015,1,21,-8,0.2,01/21/15,1481
"1444","HAMILTON RBG CS",2015,1,22,-3.2,0,01/22/15,1482
"1445","HAMILTON RBG CS",2015,1,23,-1.4,0,01/23/15,1483
"1446","HAMILTON RBG CS",2015,1,24,-1.7,0,01/24/15,1484
"1447","HAMILTON RBG CS",2015,1,25,-6.1,0,01/25/15,1485
"1448","HAMILTON RBG CS",2015,1,26,-9.2,4.8,01/26/15,1486
"1449","HAMILTON RBG CS",2015,1,27,-10,0.3,01/27/15,1487
"1450","HAMILTON RBG CS",2015,1,28,-8.8,0,01/28/15,1488
"1451","HAMILTON RBG CS",2015,1,29,-4.2,6.5,01/29/15,1489
"1452","HAMILTON RBG CS",2015,1,30,-10.2,0.2,01/30/15,1490
"1453","HAMILTON RBG CS",2015,1,31,-10.4,0.2,01/31/15,1491
"1454","HAMILTON RBG CS",2015,2,1,-7.3,11.1,02/01/15,1492
"1455","HAMILTON RBG CS",2015,2,2,-12.1,4.5,02/02/15,1493
"1456","HAMILTON RBG CS",2015,2,3,-10.7,0.4,02/03/15,1494
"1457","HAMILTON RBG CS",2015,2,4,-4.4,1.6,02/04/15,1495
"1458","HAMILTON RBG CS",2015,2,5,-12.1,0,02/05/15,1496
"1459","HAMILTON RBG CS",2015,2,6,-9.1,0.4,02/06/15,1497
"1460","HAMILTON RBG CS",2015,2,7,-2.9,0.4,02/07/15,1498
"1461","HAMILTON RBG CS",2015,2,8,-7.8,3.7,02/08/15,1499
"1462","HAMILTON RBG CS",2015,2,9,-10.5,0.8,02/09/15,1500
"1463","HAMILTON RBG CS",2015,2,10,-6.4,0,02/10/15,1501
"1464","HAMILTON RBG CS",2015,2,11,-5.1,0.7,02/11/15,1502
"1465","HAMILTON RBG CS",2015,2,12,-11.5,0.2,02/12/15,1503
"1466","HAMILTON RBG CS",2015,2,13,-16,0.4,02/13/15,1504
"1467","HAMILTON RBG CS",2015,2,14,-12.7,0.4,02/14/15,1505
"1468","HAMILTON RBG CS",2015,2,15,-20.4,0.2,02/15/15,1506
"1469","HAMILTON RBG CS",2015,2,16,-19.9,0.3,02/16/15,1507
"1470","HAMILTON RBG CS",2015,2,17,-14.9,0,02/17/15,1508
"1471","HAMILTON RBG CS",2015,2,18,-11.8,2.9,02/18/15,1509
"1472","HAMILTON RBG CS",2015,2,19,-19,0.2,02/19/15,1510
"1473","HAMILTON RBG CS",2015,2,20,-19.3,0,02/20/15,1511
"1474","HAMILTON RBG CS",2015,2,21,-11.3,6.7,02/21/15,1512
"1475","HAMILTON RBG CS",2015,2,22,-10.5,0.2,02/22/15,1513
"1476","HAMILTON RBG CS",2015,2,23,-18.7,0,02/23/15,1514
"1477","HAMILTON RBG CS",2015,2,24,-14.5,0.2,02/24/15,1515
"1478","HAMILTON RBG CS",2015,2,25,-11.9,0.7,02/25/15,1516
"1479","HAMILTON RBG CS",2015,2,26,-13.7,0,02/26/15,1517
"1480","HAMILTON RBG CS",2015,2,27,-14.8,0,02/27/15,1518
